applications,reason,Loan_Amount,FICO_SCORE,fico_score_group,Employment_Status,Employment_Sector,Monthly_Gross_Income,Monthly_Housing_Payment,Ever_Bankrupt_or_Foreclose,Lender,Approved
1,3,20000,786,4,3,8,8994,1215,0,1,1
1,5,10000,620,2,3,10,19351,2300,0,1,0
1,3,5000,645,2,1,12,2785,1439,0,3,0
1,2,80000,479,1,1,12,6540,1267,0,3,0
1,3,5000,579,1,3,10,5981,1073,0,3,0
1,4,10000,559,1,2,8,4743,2080,0,2,0
1,2,30000,505,1,3,6,3303,701,0,1,0
1,4,30000,614,2,2,8,4612,1971,0,3,0
1,6,40000,535,1,3,6,4687,1723,0,1,0
1,6,70000,471,1,1,0,3363,1945,0,3,0
1,4,80000,593,2,3,6,5466,2625,0,2,0
1,3,90000,691,3,3,7,9228,877,0,1,0
1,3,80000,559,1,3,2,5940,1799,0,3,0
1,3,10000,704,3,2,11,4323,1487,0,1,0
1,2,60000,559,1,3,6,12710,1679,0,1,0
1,3,100000,575,1,3,8,7193,705,0,3,0
1,5,50000,652,2,3,7,6748,1820,0,1,1
1,2,40000,660,2,3,5,5972,2987,0,1,0
1,3,10000,690,3,2,0,2075,1331,0,1,0
1,6,30000,729,3,1,0,2733,1495,1,3,0
1,2,100000,579,1,3,9,4451,2861,0,1,0
1,1,20000,642,2,2,9,2916,2753,0,3,0
1,2,10000,705,3,3,2,5376,1906,0,1,0
1,2,20000,724,3,1,12,2622,1873,0,2,0
1,3,30000,621,2,3,8,4315,1591,0,1,0
1,4,40000,664,2,3,11,5805,1008,0,3,0
1,5,10000,691,3,3,5,7702,1276,0,1,0
1,4,30000,701,3,2,8,3888,1260,0,1,0
1,5,60000,694,3,3,8,9229,1825,0,2,0
1,1,20000,616,2,3,10,6512,657,0,1,0
1,1,100000,693,3,3,5,8042,2328,0,1,1
1,3,20000,679,3,3,2,8599,1989,0,1,0
1,1,10000,516,1,3,6,4578,3285,0,2,0
1,1,30000,587,2,3,6,4781,2101,0,2,0
1,3,40000,710,3,3,4,8742,2736,0,2,0
1,4,10000,685,3,3,9,5149,1084,0,2,0
1,3,90000,685,3,2,9,2531,1886,0,2,0
1,1,70000,666,2,3,9,4585,1222,0,1,0
1,1,10000,713,3,3,9,5661,1217,0,1,0
1,1,20000,554,1,3,8,5672,2750,0,1,0
1,3,60000,573,1,1,12,2947,431,0,1,0
1,3,10000,606,2,3,5,5810,814,0,2,0
1,3,10000,643,2,3,0,4480,562,0,1,0
1,5,70000,649,2,3,1,5558,1268,0,3,0
1,1,20000,657,2,3,5,4124,2388,0,2,0
1,3,30000,627,2,3,6,2960,1581,0,1,0
1,2,40000,588,2,2,8,2805,1021,0,2,0
1,4,80000,668,2,2,5,2752,1504,1,1,0
1,6,30000,727,3,2,2,4394,2739,1,3,0
1,3,50000,592,2,3,11,4595,2405,0,2,0
1,4,30000,696,3,3,10,7239,654,0,2,0
1,3,50000,715,3,3,4,7285,1675,0,2,0
1,3,40000,679,3,2,7,2872,872,0,1,0
1,6,30000,566,1,3,4,3550,1298,0,1,0
1,3,5000,594,2,3,6,5168,1150,0,2,0
1,3,20000,510,1,3,0,3345,930,0,1,0
1,5,10000,654,2,3,8,5172,1061,0,3,0
1,5,100000,671,3,3,7,3583,2958,0,2,0
1,3,20000,640,2,3,9,6056,2444,0,1,0
1,3,30000,792,4,3,11,12129,1449,0,2,0
1,5,80000,534,1,3,10,4138,1448,0,1,0
1,6,10000,432,1,1,0,2463,2055,0,3,0
1,5,60000,554,1,3,10,4652,2056,0,1,0
1,1,40000,558,1,3,10,4272,1800,0,3,1
1,2,20000,724,3,3,10,6303,1963,0,1,0
1,2,50000,686,3,3,8,12437,2100,0,3,0
1,3,10000,351,1,3,0,14980,2146,0,1,0
1,4,80000,710,3,3,8,8708,1461,0,1,0
1,1,20000,705,3,1,12,2984,2089,0,3,1
1,2,80000,496,1,3,5,7079,680,0,3,0
1,4,30000,589,2,3,11,7821,1470,0,3,0
1,1,20000,794,4,3,4,6251,1766,0,3,1
1,6,50000,452,1,2,7,2896,1389,0,2,0
1,3,30000,657,2,3,10,14651,1917,0,2,0
1,3,30000,629,2,3,6,5999,1525,0,1,0
1,6,80000,571,1,1,0,3025,1900,0,2,0
1,2,30000,623,2,3,8,5721,2471,0,2,0
1,1,40000,720,3,3,10,14112,2327,0,1,0
1,5,30000,702,3,3,9,5485,1427,0,1,0
1,6,60000,723,3,3,6,6304,1043,0,2,0
1,2,50000,718,3,3,10,8160,864,0,1,0
1,2,10000,736,3,2,11,2240,664,0,1,1
1,5,60000,689,3,2,6,2024,1752,0,1,0
1,5,10000,625,2,3,2,7890,1320,0,1,0
1,6,90000,561,1,3,6,4703,1133,0,3,0
1,3,60000,521,1,3,0,4967,2013,0,1,0
1,2,10000,594,2,3,6,5518,2740,0,3,0
1,1,20000,515,1,3,5,2710,1946,0,1,0
1,1,90000,553,1,3,8,4617,1699,0,2,0
1,3,70000,573,1,3,2,3786,1339,0,1,0
1,3,40000,633,2,3,8,5911,1500,0,1,0
1,1,40000,557,1,3,8,8226,2368,0,1,0
1,3,70000,609,2,1,12,2862,1286,0,2,0
1,1,20000,703,3,3,6,7717,1495,0,1,0
1,3,30000,693,3,2,2,4780,1912,0,1,0
1,3,10000,451,1,3,0,3403,2068,0,2,0
1,3,40000,655,2,2,2,2901,697,0,1,0
1,3,80000,597,2,3,9,5572,1792,0,1,0
1,2,20000,636,2,3,8,2819,1595,0,2,0
1,3,90000,561,1,3,8,4324,1007,0,1,0
1,3,90000,709,3,3,6,7024,2755,0,1,0
1,2,40000,522,1,3,8,3573,802,0,1,0
1,5,50000,609,2,3,2,5752,1054,0,1,0
1,1,10000,722,3,2,0,4796,1445,0,3,1
1,4,20000,628,2,3,6,8440,1280,0,1,0
1,3,30000,557,1,3,9,4452,1250,0,3,0
1,5,40000,598,2,2,8,2332,1332,0,1,0
1,4,20000,614,2,1,12,2221,960,1,1,0
1,1,30000,631,2,3,2,5500,1812,0,1,1
1,5,30000,750,4,3,4,9152,2757,0,2,0
1,4,70000,566,1,3,8,4674,1449,0,1,0
1,2,20000,584,2,3,0,5813,2779,0,2,0
1,5,80000,668,2,3,8,7311,1022,0,1,0
1,5,70000,765,4,3,0,5032,1925,0,1,0
1,1,80000,531,1,2,10,4491,1574,0,2,0
1,3,20000,603,2,3,2,2548,1816,0,2,0
1,4,30000,607,2,1,12,2692,2073,0,3,0
1,3,80000,727,3,3,2,10241,1281,0,1,0
1,5,20000,577,1,3,8,4891,2607,0,1,0
1,5,10000,669,2,3,6,6549,1818,0,1,0
1,4,60000,573,1,2,9,2817,1668,0,1,0
1,5,10000,462,1,3,8,4647,1228,0,1,0
1,2,30000,673,3,3,6,4977,2269,0,2,0
1,2,20000,645,2,3,1,4693,582,0,2,0
1,3,20000,638,2,3,10,6700,322,0,1,1
1,1,40000,678,3,3,0,8978,1183,0,2,0
1,3,30000,590,2,3,6,5732,817,0,2,0
1,5,50000,559,1,3,2,3575,1920,0,2,0
1,4,40000,629,2,2,0,2006,882,0,2,0
1,1,70000,490,1,2,7,3385,1500,0,1,0
1,4,80000,780,4,3,6,7269,2238,0,2,0
1,2,70000,656,2,1,12,2716,1542,0,1,0
1,4,30000,435,1,3,10,7182,2205,0,1,0
1,2,100000,622,2,3,10,7038,753,0,1,0
1,3,20000,555,1,3,0,4381,2656,0,2,0
1,4,100000,729,3,3,7,8136,1424,0,1,0
1,5,30000,590,2,3,8,9070,2358,0,1,0
1,5,100000,707,3,1,12,2161,1462,0,2,0
1,1,10000,647,2,2,10,3126,564,0,3,0
1,3,20000,725,3,3,10,7920,1793,1,1,0
1,1,10000,630,2,3,11,5941,1780,0,1,0
1,3,5000,507,1,3,5,7462,2029,0,1,0
1,1,30000,587,2,3,0,4688,1447,0,1,0
1,1,90000,653,2,3,10,7454,1860,0,3,0
1,2,30000,696,3,1,12,2828,1993,0,3,0
1,1,80000,834,5,3,5,10786,1301,0,3,0
1,4,40000,583,2,3,8,5184,1485,0,1,0
1,3,50000,699,3,3,5,7699,1688,0,2,0
1,1,5000,579,1,3,2,3554,2971,0,2,0
1,3,80000,702,3,2,2,3840,3163,0,3,1
1,1,50000,671,3,3,5,7836,1363,0,2,0
1,3,80000,597,2,3,10,6994,1098,0,1,0
1,5,30000,651,2,3,2,6919,1377,0,1,0
1,3,60000,576,1,3,9,4105,1062,0,2,0
1,3,50000,591,2,3,6,5684,3195,0,1,1
1,2,80000,740,3,2,11,3129,848,0,1,0
1,3,10000,566,1,3,6,5516,1234,0,2,0
1,3,20000,554,1,2,5,4776,1458,0,3,0
1,3,30000,553,1,3,5,3916,1657,0,1,0
1,1,90000,556,1,2,4,2558,1436,0,2,0
1,4,40000,521,1,2,5,4992,1733,0,1,0
1,4,10000,564,1,3,10,5512,2013,0,1,0
1,3,80000,680,3,2,8,2707,635,0,1,0
1,6,10000,634,2,2,9,2748,1124,0,3,0
1,2,100000,624,2,3,6,2769,1310,0,1,0
1,5,30000,644,2,3,11,4434,1917,0,1,0
1,3,40000,605,2,3,8,2599,1761,0,3,0
1,3,40000,680,3,1,12,2581,1300,0,3,0
1,1,80000,693,3,3,7,7730,1214,0,2,1
1,3,90000,679,3,3,6,8983,2078,0,2,0
1,3,40000,668,2,3,4,3085,2524,0,2,0
1,3,20000,473,1,3,6,11321,2800,0,2,0
1,1,50000,642,2,2,8,2075,2399,0,3,0
1,3,70000,607,2,2,1,3330,1889,0,2,0
1,3,10000,554,1,2,1,3145,869,0,2,0
1,5,10000,595,2,3,0,6725,1936,0,3,0
1,1,10000,582,2,1,12,5813,1319,0,3,0
1,3,50000,642,2,3,6,4617,1965,0,1,0
1,4,90000,566,1,3,5,12561,2513,0,2,0
1,1,20000,648,2,3,9,7326,1112,0,1,0
1,1,10000,648,2,3,5,5548,2467,0,2,0
1,1,100000,594,2,2,9,3132,2086,0,1,0
1,4,80000,549,1,3,2,5376,2059,0,1,0
1,3,50000,556,1,3,11,3985,1750,0,2,0
1,4,60000,706,3,2,10,2140,623,0,1,0
1,2,50000,457,1,3,8,3457,1932,0,3,0
1,5,30000,724,3,2,2,2973,1940,0,1,0
1,3,30000,614,2,2,9,2706,624,0,1,0
1,2,80000,714,3,3,10,9198,2494,0,2,0
1,6,70000,573,1,3,8,4220,1183,0,1,0
1,6,90000,599,2,3,2,4990,1611,0,3,0
1,5,70000,728,3,3,1,7961,2875,0,1,0
1,1,70000,647,2,3,2,5717,1212,0,1,0
1,2,40000,577,1,3,6,4946,1554,0,2,0
1,1,100000,557,1,2,4,6774,2082,0,1,0
1,3,40000,649,2,3,10,2746,2291,0,1,0
1,6,50000,565,1,3,3,3664,921,0,2,0
1,6,20000,623,2,3,10,5048,1581,0,2,0
1,3,50000,581,2,3,8,4193,1901,0,3,0
1,5,40000,699,3,2,8,2697,1493,0,2,0
1,3,70000,463,1,2,4,2296,777,0,3,0
1,1,30000,668,2,3,10,5217,848,0,1,0
1,1,20000,670,2,3,7,4814,2664,0,3,0
1,5,50000,593,2,2,8,2886,1132,0,2,0
1,3,80000,687,3,3,11,7367,1356,0,1,1
1,5,10000,592,2,3,0,6232,1278,0,1,0
1,3,10000,700,3,3,8,4654,1489,0,1,0
1,3,60000,678,3,3,8,5670,2371,0,1,0
1,3,10000,555,1,3,5,5075,2214,0,3,0
1,2,20000,693,3,3,8,7947,1770,0,1,1
1,3,50000,822,5,3,8,10204,2182,0,1,0
1,3,70000,506,1,3,2,2947,1260,0,1,0
1,5,30000,752,4,1,12,2394,724,0,3,1
1,1,50000,744,4,2,9,4919,1711,0,2,0
1,1,10000,696,3,3,2,13351,2161,0,2,0
1,5,90000,785,4,3,8,10528,1550,0,1,0
1,3,20000,533,1,2,1,6299,1885,0,1,0
1,5,70000,562,1,2,1,5857,1225,0,3,0
1,1,10000,610,2,3,5,9117,1875,0,1,0
1,1,70000,625,2,3,11,5694,1211,0,2,0
1,6,10000,693,3,3,7,5191,952,0,3,0
1,5,10000,502,1,3,4,4878,312,0,1,0
1,4,10000,671,3,3,10,8363,1259,0,1,0
1,1,30000,680,3,3,5,7074,964,0,1,1
1,5,50000,637,2,3,0,5185,1234,0,2,0
1,1,30000,615,2,3,8,5275,566,0,1,0
1,3,20000,610,2,2,6,2569,1518,0,1,0
1,2,10000,634,2,3,6,2965,1720,0,1,0
1,1,60000,572,1,3,10,4185,1665,0,2,0
1,2,70000,555,1,1,12,2734,1807,0,2,0
1,1,10000,467,1,3,2,4410,970,0,1,0
1,5,50000,590,2,3,9,6405,2540,0,2,0
1,2,90000,413,1,2,6,3355,972,0,3,0
1,3,20000,685,3,3,9,8463,1521,0,2,0
1,3,20000,640,2,3,1,6062,1085,0,1,0
1,5,10000,619,2,3,8,4575,1839,0,3,0
1,5,40000,562,1,3,7,7809,848,0,3,0
1,6,40000,557,1,2,4,3741,901,0,3,0
1,1,80000,589,2,3,8,7909,1104,0,1,0
1,3,10000,720,3,3,8,5968,2377,0,2,0
1,2,100000,634,2,2,11,2929,1474,0,1,0
1,5,30000,809,5,3,6,11175,1832,0,1,1
1,3,90000,593,2,2,2,2526,1427,0,2,0
1,4,90000,689,3,3,8,12557,2389,0,1,0
1,6,80000,614,2,3,5,5178,734,0,2,0
1,5,20000,690,3,2,5,4698,1601,0,1,0
1,2,30000,698,3,3,10,5890,994,0,1,0
1,3,40000,567,1,2,10,2773,3296,0,1,0
1,2,80000,747,4,2,8,3683,579,0,2,1
1,6,30000,473,1,2,5,2140,1632,0,2,0
1,1,40000,755,4,3,10,4260,2131,0,2,1
1,2,10000,600,2,3,5,5892,1704,0,1,0
1,2,40000,526,1,3,4,4997,2402,0,2,0
1,6,20000,580,1,3,3,4455,1598,0,1,0
1,3,70000,721,3,3,8,6548,2106,0,1,0
1,1,20000,555,1,3,2,13903,1786,0,1,0
1,5,50000,561,1,1,12,4119,1289,0,3,0
1,2,40000,686,3,2,8,2931,1247,0,2,0
1,1,40000,547,1,3,11,4040,1564,0,2,0
1,3,80000,677,3,3,1,8676,1490,0,3,1
1,5,40000,570,1,3,2,4458,1403,0,2,0
1,6,90000,768,4,1,0,2911,1302,1,2,0
1,3,90000,700,3,1,12,5509,720,0,2,0
1,1,40000,582,2,3,8,5486,388,0,3,0
1,5,50000,564,1,3,6,4054,1795,0,1,0
1,2,30000,663,2,3,4,5895,2724,0,2,0
1,5,30000,679,3,2,6,2957,908,0,3,0
1,3,20000,562,1,3,0,5572,1483,0,1,0
1,3,10000,694,3,3,8,4761,1802,0,1,0
1,1,10000,570,1,3,9,7611,1644,0,1,0
1,3,20000,822,5,3,7,10090,2001,0,1,1
1,3,10000,652,2,3,8,8061,915,1,3,1
1,3,20000,796,4,2,1,3601,1865,0,2,0
1,2,20000,466,1,3,5,14277,1968,0,2,0
1,3,40000,610,2,3,8,14437,2201,0,1,0
1,5,30000,687,3,3,11,7588,356,0,1,1
1,5,10000,725,3,3,5,7147,2692,0,1,0
1,5,50000,702,3,2,4,3493,1457,0,2,0
1,5,30000,682,3,2,10,3218,960,0,3,1
1,3,80000,699,3,3,10,7976,1969,0,2,0
1,3,5000,629,2,3,6,5377,1037,0,1,0
1,3,70000,684,3,3,5,8228,1400,0,1,1
1,3,100000,834,5,3,1,11669,1756,0,1,0
1,3,20000,697,3,3,10,5305,2978,0,2,0
1,4,50000,687,3,2,8,5982,1120,0,2,0
1,1,100000,575,1,1,12,4102,1361,1,1,0
1,5,80000,718,3,3,1,3565,2547,0,2,0
1,2,20000,765,4,3,4,12927,2541,0,1,0
1,2,10000,630,2,3,10,7520,2054,0,1,0
1,5,40000,602,2,3,10,6121,1316,0,1,0
1,5,70000,566,1,3,8,3893,1299,0,1,0
1,1,50000,695,3,3,9,7844,2409,0,1,0
1,2,50000,667,2,3,7,5769,1301,0,1,0
1,2,20000,702,3,3,7,14130,2575,0,1,0
1,5,40000,563,1,3,1,4099,1722,0,1,0
1,1,80000,391,1,2,1,3385,1513,0,1,0
1,2,10000,735,3,3,2,7820,1235,0,1,0
1,5,30000,496,1,2,6,6267,1743,0,3,0
1,3,20000,359,1,3,0,2644,1563,0,1,0
1,3,10000,617,2,2,4,2192,1886,0,1,0
1,4,20000,656,2,3,10,5065,988,0,1,0
1,3,20000,569,1,3,0,3763,1990,0,1,0
1,3,30000,797,4,1,12,6766,1937,0,3,0
1,6,40000,679,3,3,5,12573,2108,0,1,0
1,1,40000,572,1,3,11,4283,2356,0,2,0
1,3,50000,441,1,3,0,8671,1933,0,1,0
1,1,80000,712,3,3,5,19480,2147,0,1,1
1,4,70000,462,1,3,9,5123,1863,0,1,0
1,4,10000,518,1,2,0,5706,1384,0,1,0
1,2,100000,592,2,3,8,4358,417,0,3,0
1,6,80000,496,1,3,6,9213,1721,0,1,0
1,1,10000,577,1,3,9,7552,1469,0,1,0
1,3,20000,598,2,3,5,8463,1220,0,1,0
1,5,70000,725,3,2,9,2988,2040,0,3,1
1,1,50000,550,1,3,2,5175,358,0,3,0
1,2,10000,631,2,3,8,4520,858,0,2,0
1,3,20000,463,1,3,7,9531,1903,0,2,0
1,3,40000,673,3,3,2,8550,1073,0,3,0
1,5,40000,354,1,3,7,6823,1246,0,1,0
1,6,20000,689,3,3,9,7286,1717,0,1,0
1,5,10000,772,4,3,10,11790,1390,0,1,0
1,1,40000,795,4,2,2,3679,1367,0,1,1
1,5,90000,756,4,2,6,2157,713,0,2,0
1,5,10000,570,1,3,2,5432,1940,0,2,0
1,6,60000,651,2,3,10,4795,2859,0,2,0
1,5,10000,569,1,3,7,5816,2026,0,1,0
1,1,10000,684,3,2,8,2691,434,0,2,0
1,3,100000,558,1,3,4,4142,2330,0,1,0
1,3,10000,686,3,3,10,3977,1998,0,2,1
1,1,40000,553,1,3,2,4685,2684,0,1,0
1,3,40000,524,1,3,8,4192,632,0,3,0
1,2,50000,749,4,3,8,6457,1766,0,1,1
1,3,30000,741,4,2,8,3621,1238,0,1,0
1,2,40000,523,1,3,9,5855,462,0,1,0
1,4,10000,695,3,3,6,7312,2434,0,1,0
1,4,10000,685,3,3,5,7285,1815,0,2,0
1,2,10000,673,3,3,6,10666,814,0,1,0
1,3,10000,559,1,3,2,3727,1268,0,1,0
1,6,30000,659,2,3,3,5935,1046,0,3,0
1,3,30000,680,3,3,2,7042,1727,0,1,0
1,2,60000,730,3,2,0,4918,667,0,1,0
1,4,50000,778,4,3,1,4173,1109,0,1,0
1,3,20000,609,2,1,12,3393,2027,1,1,0
1,1,60000,733,3,3,6,3682,2383,0,1,0
1,6,100000,572,1,3,8,5906,1287,0,1,0
1,3,100000,317,1,3,8,3402,1799,0,1,0
1,1,80000,663,2,3,5,7668,2056,0,1,0
1,4,80000,723,3,3,5,7284,1013,0,3,1
1,1,40000,574,1,3,8,4249,1513,0,1,0
1,2,30000,557,1,3,7,4803,1147,0,2,0
1,3,80000,403,1,2,4,4778,1323,0,1,0
1,3,50000,613,2,3,8,5142,3027,0,1,0
1,6,90000,685,3,2,11,4752,1456,0,1,0
1,4,30000,691,3,3,8,5521,1622,0,2,0
1,5,30000,716,3,2,0,2843,1134,0,2,1
1,2,20000,671,3,3,1,4694,1354,0,1,0
1,4,10000,560,1,3,9,5409,1238,0,1,0
1,2,80000,554,1,3,0,4381,984,0,1,0
1,3,70000,720,3,3,0,6373,1273,0,3,1
1,3,100000,524,1,3,1,5543,2557,0,1,0
1,4,90000,655,2,2,6,2485,1544,0,2,0
1,4,10000,482,1,3,5,4014,1147,0,1,0
1,5,50000,743,4,2,8,3006,614,0,3,0
1,3,20000,648,2,3,6,13374,2293,0,2,0
1,3,20000,678,3,3,11,14273,2264,0,1,0
1,3,40000,748,4,3,9,8854,475,0,3,0
1,5,60000,657,2,2,7,3031,1608,0,1,0
1,3,90000,654,2,3,7,4487,1669,0,2,0
1,2,50000,567,1,3,5,10581,2320,0,1,0
1,1,10000,627,2,2,8,3212,1207,0,3,0
1,5,30000,736,3,3,8,5413,1249,0,1,1
1,5,20000,540,1,2,9,4270,2088,0,2,0
1,1,40000,658,2,3,10,7087,2264,0,2,1
1,3,50000,612,2,3,2,5676,1682,0,1,1
1,1,20000,637,2,2,1,2131,1285,0,1,0
1,4,30000,559,1,2,10,6389,975,0,2,0
1,4,10000,660,2,3,5,5230,724,0,3,0
1,1,20000,762,4,3,8,9203,802,0,1,0
1,5,90000,714,3,3,8,8131,2399,0,2,0
1,5,30000,529,1,3,0,8186,1926,0,1,0
1,1,80000,385,1,2,10,4605,1792,0,3,0
1,2,90000,647,2,3,8,6473,2665,0,2,0
1,2,30000,696,3,3,8,5230,1260,0,1,0
1,1,30000,626,2,3,10,5513,420,0,2,0
1,4,20000,664,2,3,7,5503,2033,0,1,0
1,1,10000,647,2,3,1,6284,1961,0,1,0
1,1,10000,662,2,2,1,6686,851,1,3,0
1,3,30000,646,2,3,8,13215,1917,0,2,0
1,3,40000,603,2,2,8,2920,1345,0,1,0
1,2,30000,756,4,3,6,7315,2101,0,2,0
1,1,100000,703,3,3,8,7432,949,0,1,1
1,6,60000,706,3,3,3,7283,1068,0,1,0
1,1,50000,571,1,1,12,2079,382,1,1,0
1,1,80000,569,1,3,10,4806,1161,0,3,0
1,3,30000,760,4,3,7,12729,733,0,2,1
1,1,80000,607,2,3,8,5929,2026,0,1,0
1,6,70000,515,1,2,8,5893,1698,0,1,0
1,6,30000,743,4,3,3,6105,1599,0,1,0
1,2,30000,602,2,3,8,4800,2485,0,1,0
1,3,10000,742,4,3,4,11692,1307,0,2,0
1,5,100000,730,3,3,8,7822,2061,0,1,0
1,4,80000,644,2,3,4,6575,1253,0,3,0
1,2,10000,523,1,3,6,3783,1609,0,1,0
1,2,70000,474,1,3,1,2624,589,0,3,0
1,4,80000,644,2,3,8,5579,824,0,3,0
1,4,40000,748,4,2,2,2985,879,0,1,0
1,2,40000,720,3,3,2,4501,1428,0,1,0
1,2,60000,579,1,2,7,4335,809,0,2,0
1,3,30000,574,1,3,8,5187,1847,0,1,0
1,3,50000,714,3,3,8,7884,1475,0,1,0
1,2,30000,738,3,3,9,10073,1449,0,2,0
1,1,40000,719,3,3,5,8574,1927,0,1,0
1,2,30000,537,1,3,4,10132,1722,0,1,0
1,3,40000,578,1,3,0,9342,2075,0,2,0
1,3,70000,622,2,1,12,3387,1889,0,2,0
1,3,20000,560,1,1,12,2653,900,0,2,0
1,3,70000,540,1,3,2,4265,1310,0,3,1
1,2,20000,710,3,3,11,8940,1741,0,1,0
1,5,20000,608,2,3,2,5966,778,0,3,0
1,6,40000,642,2,3,11,4454,1803,0,1,0
1,2,80000,754,4,2,6,6818,1771,0,2,0
1,6,80000,641,2,3,5,4128,2484,0,1,0
1,3,40000,615,2,3,9,4062,2062,0,2,0
1,1,70000,697,3,3,8,2852,1939,1,1,0
1,4,50000,651,2,3,2,5757,2870,0,2,0
1,5,70000,558,1,2,2,4927,1502,0,3,1
1,4,70000,490,1,2,2,4131,2359,0,1,0
1,2,10000,576,1,3,6,5355,2575,0,2,0
1,3,40000,750,4,3,5,7514,1185,0,1,1
1,5,60000,581,2,3,8,6536,576,0,3,0
1,3,20000,629,2,3,8,6895,869,0,1,0
1,3,10000,395,1,2,5,4222,3136,0,1,0
1,2,90000,649,2,2,6,3181,493,0,2,0
1,2,80000,793,4,3,10,3690,1239,0,1,0
1,1,70000,596,2,3,10,5756,1290,0,1,0
1,4,10000,514,1,2,6,2787,1465,0,2,0
1,4,70000,580,1,3,9,8129,1848,0,1,0
1,1,80000,593,2,3,8,4075,1239,0,1,0
1,3,10000,592,2,3,1,6556,2821,0,2,0
1,2,30000,624,2,3,8,9081,1902,0,1,0
1,3,20000,604,2,1,12,2854,1881,0,1,0
1,6,70000,529,1,3,9,4429,2077,0,1,0
1,2,10000,604,2,3,10,7129,1440,1,1,0
1,4,50000,555,1,2,2,2603,905,0,2,0
1,4,80000,665,2,3,10,4365,2356,0,2,0
1,1,70000,720,3,3,4,4873,2038,0,1,0
1,3,30000,600,2,3,0,7217,1813,0,1,0
1,1,10000,568,1,3,8,3914,2363,0,2,0
1,4,90000,723,3,3,9,4973,1834,1,1,0
1,1,30000,556,1,3,8,4268,1470,0,1,0
1,5,70000,612,2,3,1,5289,2540,0,1,0
1,6,10000,540,1,3,10,11810,1435,0,1,0
1,2,70000,570,1,3,10,7171,1950,0,2,0
1,1,60000,510,1,1,12,3157,2011,0,3,0
1,4,30000,651,2,3,0,8066,2913,0,2,0
1,5,90000,554,1,3,6,4964,2172,0,3,0
1,1,60000,753,4,2,2,4923,1527,0,2,1
1,1,30000,605,2,3,8,14061,2231,0,1,0
1,5,90000,570,1,3,8,5816,2698,0,1,0
1,2,30000,611,2,3,9,5402,474,0,3,1
1,3,10000,673,3,3,4,5222,1998,0,3,0
1,6,80000,635,2,3,7,4242,1821,0,1,0
1,6,20000,594,2,3,5,12891,2205,0,1,0
1,2,100000,654,2,3,10,6399,391,0,1,1
1,3,10000,617,2,3,0,6340,892,0,3,0
1,1,80000,572,1,3,8,6979,1864,0,1,0
1,5,20000,748,4,3,6,8939,1558,1,1,0
1,3,40000,703,3,3,8,8164,1866,0,2,0
1,3,60000,700,3,2,4,4073,1023,0,1,0
1,1,40000,626,2,2,9,2893,3275,0,1,0
1,3,20000,824,5,3,8,10270,314,0,3,0
1,5,5000,460,1,3,5,4910,2573,0,2,0
1,2,40000,452,1,3,4,3493,3025,0,1,0
1,5,40000,702,3,3,6,3568,1862,0,1,1
1,6,100000,724,3,3,9,6245,1781,0,1,0
1,5,30000,561,1,3,2,5638,1087,0,1,0
1,4,80000,503,1,3,6,8219,2349,0,2,0
1,5,40000,557,1,3,10,8467,2064,0,1,0
1,1,40000,800,4,3,2,5515,1501,0,1,1
1,3,70000,583,2,3,8,4482,1475,0,1,0
1,5,10000,663,2,3,11,3971,1676,0,1,1
1,3,80000,712,3,3,2,10471,2576,0,1,0
1,3,10000,557,1,3,4,4131,1617,0,1,0
1,1,20000,664,2,1,12,2731,1868,0,2,0
1,4,30000,738,3,3,8,5807,1846,0,1,0
1,2,20000,652,2,3,10,4663,1441,0,2,0
1,3,30000,576,1,2,9,2924,1361,0,3,0
1,1,10000,705,3,3,9,8832,1721,0,1,0
1,3,10000,674,3,3,0,4025,2578,0,2,0
1,5,10000,715,3,3,4,7501,1463,0,3,0
1,5,100000,701,3,3,0,10122,2997,0,2,0
1,3,70000,584,2,3,10,5762,2261,0,1,0
1,6,50000,455,1,3,10,4117,1549,0,3,0
1,1,10000,648,2,3,5,16324,2296,0,1,0
1,5,40000,615,2,1,12,2335,1716,0,1,0
1,5,30000,498,1,3,1,4973,2089,0,1,0
1,3,20000,458,1,3,10,4681,1417,0,2,0
1,5,20000,433,1,2,6,3507,1015,0,3,0
1,6,50000,500,1,3,2,2697,2698,0,1,0
1,6,80000,506,1,3,5,7941,1819,0,2,0
1,2,80000,702,3,3,0,5300,1931,0,1,0
1,5,30000,505,1,2,10,5375,1869,0,1,0
1,3,30000,699,3,3,6,8444,2081,0,2,0
1,3,20000,705,3,3,8,8596,880,0,2,0
1,4,20000,599,2,3,10,9004,2090,0,2,0
1,5,30000,724,3,3,10,9820,302,0,2,0
1,1,80000,646,2,3,0,2641,1396,0,1,0
1,2,80000,598,2,3,4,8454,2093,0,1,0
1,6,50000,603,2,3,10,4272,654,0,2,0
1,4,10000,686,3,3,7,5123,2068,0,1,1
1,4,100000,654,2,3,11,6311,1386,0,1,0
1,5,100000,698,3,3,6,5803,2224,0,1,0
1,6,50000,578,1,3,4,4544,1601,0,2,0
1,1,100000,458,1,3,5,8755,589,0,3,1
1,1,90000,735,3,2,7,2770,1615,0,1,0
1,2,30000,698,3,2,2,2878,3052,0,1,1
1,5,70000,818,5,3,8,13167,1972,0,3,0
1,4,60000,731,3,3,5,2898,2000,0,2,0
